index;text;aspect;sentiment
892;"I've always been mildly amused at the pace and scope of storage in personal computers. Back in the dark days of college, when I had a Mac (and this is not meant as a slight to Mac users!), I think my hard drive tipped the scales at a muscular 500MB, or .5GBs in today's accepted measurement. And man, did that 500 do the trick - research papers don't take up too much digital room.

I moved on years later to a Dell PC with a whopping 27GB hard drive. 27GB! ""How will I ever fill that up!?"" I wondered naively. Mere months la";writers;Sentiment.negative
892;"I've always been mildly amused at the pace and scope of storage in personal computers. Back in the dark days of college, when I had a Mac (and this is not meant as a slight to Mac users!), I think my hard drive tipped the scales at a muscular 500MB, or .5GBs in today's accepted measurement. And man, did that 500 do the trick - research papers don't take up too much digital room.

I moved on years later to a Dell PC with a whopping 27GB hard drive. 27GB! ""How will I ever fill that up!?"" I wondered naively. Mere months la";problem;Sentiment.negative
892;"I've always been mildly amused at the pace and scope of storage in personal computers. Back in the dark days of college, when I had a Mac (and this is not meant as a slight to Mac users!), I think my hard drive tipped the scales at a muscular 500MB, or .5GBs in today's accepted measurement. And man, did that 500 do the trick - research papers don't take up too much digital room.

I moved on years later to a Dell PC with a whopping 27GB hard drive. 27GB! ""How will I ever fill that up!?"" I wondered naively. Mere months la";disc;Sentiment.negative
892;"I've always been mildly amused at the pace and scope of storage in personal computers. Back in the dark days of college, when I had a Mac (and this is not meant as a slight to Mac users!), I think my hard drive tipped the scales at a muscular 500MB, or .5GBs in today's accepted measurement. And man, did that 500 do the trick - research papers don't take up too much digital room.

I moved on years later to a Dell PC with a whopping 27GB hard drive. 27GB! ""How will I ever fill that up!?"" I wondered naively. Mere months la";room;Sentiment.neutral
892;"I've always been mildly amused at the pace and scope of storage in personal computers. Back in the dark days of college, when I had a Mac (and this is not meant as a slight to Mac users!), I think my hard drive tipped the scales at a muscular 500MB, or .5GBs in today's accepted measurement. And man, did that 500 do the trick - research papers don't take up too much digital room.

I moved on years later to a Dell PC with a whopping 27GB hard drive. 27GB! ""How will I ever fill that up!?"" I wondered naively. Mere months la";machine;Sentiment.negative
892;"I've always been mildly amused at the pace and scope of storage in personal computers. Back in the dark days of college, when I had a Mac (and this is not meant as a slight to Mac users!), I think my hard drive tipped the scales at a muscular 500MB, or .5GBs in today's accepted measurement. And man, did that 500 do the trick - research papers don't take up too much digital room.

I moved on years later to a Dell PC with a whopping 27GB hard drive. 27GB! ""How will I ever fill that up!?"" I wondered naively. Mere months la";input;Sentiment.negative
892;"I've always been mildly amused at the pace and scope of storage in personal computers. Back in the dark days of college, when I had a Mac (and this is not meant as a slight to Mac users!), I think my hard drive tipped the scales at a muscular 500MB, or .5GBs in today's accepted measurement. And man, did that 500 do the trick - research papers don't take up too much digital room.

I moved on years later to a Dell PC with a whopping 27GB hard drive. 27GB! ""How will I ever fill that up!?"" I wondered naively. Mere months la";signal;Sentiment.negative
892;"I've always been mildly amused at the pace and scope of storage in personal computers. Back in the dark days of college, when I had a Mac (and this is not meant as a slight to Mac users!), I think my hard drive tipped the scales at a muscular 500MB, or .5GBs in today's accepted measurement. And man, did that 500 do the trick - research papers don't take up too much digital room.

I moved on years later to a Dell PC with a whopping 27GB hard drive. 27GB! ""How will I ever fill that up!?"" I wondered naively. Mere months la";rating;Sentiment.negative
893;"I kinda feel sorry for the Lite-On company -- a scrappy Chinese (or maybe they're Korean) outfit which probably has visions of becoming a major brand by selling entry level products with great features @ competitive prices.  Unfortunately, they have a long way to go.

""All-Write Technology"" -- the feature which supposedly allows you to write to discs of different formats -- should be renamed ""Rarely Writes Technology.""  The burner is extremely flickle regarding brands, and as other writers have mentioned, I've already w";ones;Sentiment.negative
893;"I kinda feel sorry for the Lite-On company -- a scrappy Chinese (or maybe they're Korean) outfit which probably has visions of becoming a major brand by selling entry level products with great features @ competitive prices.  Unfortunately, they have a long way to go.

""All-Write Technology"" -- the feature which supposedly allows you to write to discs of different formats -- should be renamed ""Rarely Writes Technology.""  The burner is extremely flickle regarding brands, and as other writers have mentioned, I've already w";unit;Sentiment.negative
893;"I kinda feel sorry for the Lite-On company -- a scrappy Chinese (or maybe they're Korean) outfit which probably has visions of becoming a major brand by selling entry level products with great features @ competitive prices.  Unfortunately, they have a long way to go.

""All-Write Technology"" -- the feature which supposedly allows you to write to discs of different formats -- should be renamed ""Rarely Writes Technology.""  The burner is extremely flickle regarding brands, and as other writers have mentioned, I've already w";segments;Sentiment.negative
893;"I kinda feel sorry for the Lite-On company -- a scrappy Chinese (or maybe they're Korean) outfit which probably has visions of becoming a major brand by selling entry level products with great features @ competitive prices.  Unfortunately, they have a long way to go.

""All-Write Technology"" -- the feature which supposedly allows you to write to discs of different formats -- should be renamed ""Rarely Writes Technology.""  The burner is extremely flickle regarding brands, and as other writers have mentioned, I've already w";thought;Sentiment.negative
893;"I kinda feel sorry for the Lite-On company -- a scrappy Chinese (or maybe they're Korean) outfit which probably has visions of becoming a major brand by selling entry level products with great features @ competitive prices.  Unfortunately, they have a long way to go.

""All-Write Technology"" -- the feature which supposedly allows you to write to discs of different formats -- should be renamed ""Rarely Writes Technology.""  The burner is extremely flickle regarding brands, and as other writers have mentioned, I've already w";straw;Sentiment.negative
893;"I kinda feel sorry for the Lite-On company -- a scrappy Chinese (or maybe they're Korean) outfit which probably has visions of becoming a major brand by selling entry level products with great features @ competitive prices.  Unfortunately, they have a long way to go.

""All-Write Technology"" -- the feature which supposedly allows you to write to discs of different formats -- should be renamed ""Rarely Writes Technology.""  The burner is extremely flickle regarding brands, and as other writers have mentioned, I've already w";discs;Sentiment.neutral
893;"I kinda feel sorry for the Lite-On company -- a scrappy Chinese (or maybe they're Korean) outfit which probably has visions of becoming a major brand by selling entry level products with great features @ competitive prices.  Unfortunately, they have a long way to go.

""All-Write Technology"" -- the feature which supposedly allows you to write to discs of different formats -- should be renamed ""Rarely Writes Technology.""  The burner is extremely flickle regarding brands, and as other writers have mentioned, I've already w";replacement;Sentiment.negative
894;"I have had the same problem ""David"" describes. I Have had the 5005 for less than a month and it is starting to ""ACT"" up. I just filled out a return request with Amazon for a replacement (before I read the recent postings), otherwise I might have asked for a refund. I created about 20 discs with no problem. First ones were direct from my DBS DiskDrive. I then started the process of converting Family VHS tapes to DVD. After a couple of Discs, I had my first problem. I hit stop to start a new Title and the unit would not s";quality;Sentiment.negative
894;"I have had the same problem ""David"" describes. I Have had the 5005 for less than a month and it is starting to ""ACT"" up. I just filled out a return request with Amazon for a replacement (before I read the recent postings), otherwise I might have asked for a refund. I created about 20 discs with no problem. First ones were direct from my DBS DiskDrive. I then started the process of converting Family VHS tapes to DVD. After a couple of Discs, I had my first problem. I hit stop to start a new Title and the unit would not s";mode;Sentiment.negative
894;"I have had the same problem ""David"" describes. I Have had the 5005 for less than a month and it is starting to ""ACT"" up. I just filled out a return request with Amazon for a replacement (before I read the recent postings), otherwise I might have asked for a refund. I created about 20 discs with no problem. First ones were direct from my DBS DiskDrive. I then started the process of converting Family VHS tapes to DVD. After a couple of Discs, I had my first problem. I hit stop to start a new Title and the unit would not s";burner;Sentiment.negative
894;"I have had the same problem ""David"" describes. I Have had the 5005 for less than a month and it is starting to ""ACT"" up. I just filled out a return request with Amazon for a replacement (before I read the recent postings), otherwise I might have asked for a refund. I created about 20 discs with no problem. First ones were direct from my DBS DiskDrive. I then started the process of converting Family VHS tapes to DVD. After a couple of Discs, I had my first problem. I hit stop to start a new Title and the unit would not s";features;Sentiment.negative
894;"I have had the same problem ""David"" describes. I Have had the 5005 for less than a month and it is starting to ""ACT"" up. I just filled out a return request with Amazon for a replacement (before I read the recent postings), otherwise I might have asked for a refund. I created about 20 discs with no problem. First ones were direct from my DBS DiskDrive. I then started the process of converting Family VHS tapes to DVD. After a couple of Discs, I had my first problem. I hit stop to start a new Title and the unit would not s";manual;Sentiment.negative
894;"I have had the same problem ""David"" describes. I Have had the 5005 for less than a month and it is starting to ""ACT"" up. I just filled out a return request with Amazon for a replacement (before I read the recent postings), otherwise I might have asked for a refund. I created about 20 discs with no problem. First ones were direct from my DBS DiskDrive. I then started the process of converting Family VHS tapes to DVD. After a couple of Discs, I had my first problem. I hit stop to start a new Title and the unit would not s";display;Sentiment.negative
895;I had been holding off on purchasing DVD recorders because of either high prices or poor reviews. I took a chance on this model, because of good reviews on the internet, it being at the right price point, and the fact that I filled up my PVR. It has exceeded my expectations. The recording quality at SP (two hours) is virtually indistinguishable from the PVR recordings from my dish. Four hour LP mode still exceeds a mid quality VCR, with no annoying flicker or color bleeding. The burner worked first time, every time. The;recorders;Sentiment.neutral
898;I have had this recodred for 5 months, and so far I have had no problems with it. So far, it records DVD's fine (unless they are locked with the rights protected junk), and does fine with TV shows, though I have yet to use more advanced features in recording. I haven't had some of the incompatibility problems with blank DVD's and CD's yet, and I just got some plain cheap ones from one of those multi-chain computer stores. (There are instructions that detail what kinds work best.) If all you are looking for is something ;stuff;Sentiment.neutral
898;I have had this recodred for 5 months, and so far I have had no problems with it. So far, it records DVD's fine (unless they are locked with the rights protected junk), and does fine with TV shows, though I have yet to use more advanced features in recording. I haven't had some of the incompatibility problems with blank DVD's and CD's yet, and I just got some plain cheap ones from one of those multi-chain computer stores. (There are instructions that detail what kinds work best.) If all you are looking for is something ;disc;Sentiment.neutral
898;I have had this recodred for 5 months, and so far I have had no problems with it. So far, it records DVD's fine (unless they are locked with the rights protected junk), and does fine with TV shows, though I have yet to use more advanced features in recording. I haven't had some of the incompatibility problems with blank DVD's and CD's yet, and I just got some plain cheap ones from one of those multi-chain computer stores. (There are instructions that detail what kinds work best.) If all you are looking for is something ;records;Sentiment.positive
898;I have had this recodred for 5 months, and so far I have had no problems with it. So far, it records DVD's fine (unless they are locked with the rights protected junk), and does fine with TV shows, though I have yet to use more advanced features in recording. I haven't had some of the incompatibility problems with blank DVD's and CD's yet, and I just got some plain cheap ones from one of those multi-chain computer stores. (There are instructions that detail what kinds work best.) If all you are looking for is something ;machine;Sentiment.negative
898;I have had this recodred for 5 months, and so far I have had no problems with it. So far, it records DVD's fine (unless they are locked with the rights protected junk), and does fine with TV shows, though I have yet to use more advanced features in recording. I haven't had some of the incompatibility problems with blank DVD's and CD's yet, and I just got some plain cheap ones from one of those multi-chain computer stores. (There are instructions that detail what kinds work best.) If all you are looking for is something ;screensaver;Sentiment.negative
898;I have had this recodred for 5 months, and so far I have had no problems with it. So far, it records DVD's fine (unless they are locked with the rights protected junk), and does fine with TV shows, though I have yet to use more advanced features in recording. I haven't had some of the incompatibility problems with blank DVD's and CD's yet, and I just got some plain cheap ones from one of those multi-chain computer stores. (There are instructions that detail what kinds work best.) If all you are looking for is something ;timer;Sentiment.negative
898;I have had this recodred for 5 months, and so far I have had no problems with it. So far, it records DVD's fine (unless they are locked with the rights protected junk), and does fine with TV shows, though I have yet to use more advanced features in recording. I haven't had some of the incompatibility problems with blank DVD's and CD's yet, and I just got some plain cheap ones from one of those multi-chain computer stores. (There are instructions that detail what kinds work best.) If all you are looking for is something ;recording;Sentiment.neutral
898;I have had this recodred for 5 months, and so far I have had no problems with it. So far, it records DVD's fine (unless they are locked with the rights protected junk), and does fine with TV shows, though I have yet to use more advanced features in recording. I haven't had some of the incompatibility problems with blank DVD's and CD's yet, and I just got some plain cheap ones from one of those multi-chain computer stores. (There are instructions that detail what kinds work best.) If all you are looking for is something ;indicator;Sentiment.positive
898;I have had this recodred for 5 months, and so far I have had no problems with it. So far, it records DVD's fine (unless they are locked with the rights protected junk), and does fine with TV shows, though I have yet to use more advanced features in recording. I haven't had some of the incompatibility problems with blank DVD's and CD's yet, and I just got some plain cheap ones from one of those multi-chain computer stores. (There are instructions that detail what kinds work best.) If all you are looking for is something ;bug;Sentiment.negative
898;I have had this recodred for 5 months, and so far I have had no problems with it. So far, it records DVD's fine (unless they are locked with the rights protected junk), and does fine with TV shows, though I have yet to use more advanced features in recording. I haven't had some of the incompatibility problems with blank DVD's and CD's yet, and I just got some plain cheap ones from one of those multi-chain computer stores. (There are instructions that detail what kinds work best.) If all you are looking for is something ;deck;Sentiment.neutral
898;I have had this recodred for 5 months, and so far I have had no problems with it. So far, it records DVD's fine (unless they are locked with the rights protected junk), and does fine with TV shows, though I have yet to use more advanced features in recording. I haven't had some of the incompatibility problems with blank DVD's and CD's yet, and I just got some plain cheap ones from one of those multi-chain computer stores. (There are instructions that detail what kinds work best.) If all you are looking for is something ;message;Sentiment.negative
898;I have had this recodred for 5 months, and so far I have had no problems with it. So far, it records DVD's fine (unless they are locked with the rights protected junk), and does fine with TV shows, though I have yet to use more advanced features in recording. I haven't had some of the incompatibility problems with blank DVD's and CD's yet, and I just got some plain cheap ones from one of those multi-chain computer stores. (There are instructions that detail what kinds work best.) If all you are looking for is something ;compression;Sentiment.negative
898;I have had this recodred for 5 months, and so far I have had no problems with it. So far, it records DVD's fine (unless they are locked with the rights protected junk), and does fine with TV shows, though I have yet to use more advanced features in recording. I haven't had some of the incompatibility problems with blank DVD's and CD's yet, and I just got some plain cheap ones from one of those multi-chain computer stores. (There are instructions that detail what kinds work best.) If all you are looking for is something ;screen;Sentiment.negative
898;I have had this recodred for 5 months, and so far I have had no problems with it. So far, it records DVD's fine (unless they are locked with the rights protected junk), and does fine with TV shows, though I have yet to use more advanced features in recording. I haven't had some of the incompatibility problems with blank DVD's and CD's yet, and I just got some plain cheap ones from one of those multi-chain computer stores. (There are instructions that detail what kinds work best.) If all you are looking for is something ;power;Sentiment.negative
898;I have had this recodred for 5 months, and so far I have had no problems with it. So far, it records DVD's fine (unless they are locked with the rights protected junk), and does fine with TV shows, though I have yet to use more advanced features in recording. I haven't had some of the incompatibility problems with blank DVD's and CD's yet, and I just got some plain cheap ones from one of those multi-chain computer stores. (There are instructions that detail what kinds work best.) If all you are looking for is something ;change;Sentiment.negative
898;I have had this recodred for 5 months, and so far I have had no problems with it. So far, it records DVD's fine (unless they are locked with the rights protected junk), and does fine with TV shows, though I have yet to use more advanced features in recording. I haven't had some of the incompatibility problems with blank DVD's and CD's yet, and I just got some plain cheap ones from one of those multi-chain computer stores. (There are instructions that detail what kinds work best.) If all you are looking for is something ;down;Sentiment.negative
898;I have had this recodred for 5 months, and so far I have had no problems with it. So far, it records DVD's fine (unless they are locked with the rights protected junk), and does fine with TV shows, though I have yet to use more advanced features in recording. I haven't had some of the incompatibility problems with blank DVD's and CD's yet, and I just got some plain cheap ones from one of those multi-chain computer stores. (There are instructions that detail what kinds work best.) If all you are looking for is something ;dvd;Sentiment.neutral
898;I have had this recodred for 5 months, and so far I have had no problems with it. So far, it records DVD's fine (unless they are locked with the rights protected junk), and does fine with TV shows, though I have yet to use more advanced features in recording. I haven't had some of the incompatibility problems with blank DVD's and CD's yet, and I just got some plain cheap ones from one of those multi-chain computer stores. (There are instructions that detail what kinds work best.) If all you are looking for is something ;design;Sentiment.negative
898;I have had this recodred for 5 months, and so far I have had no problems with it. So far, it records DVD's fine (unless they are locked with the rights protected junk), and does fine with TV shows, though I have yet to use more advanced features in recording. I haven't had some of the incompatibility problems with blank DVD's and CD's yet, and I just got some plain cheap ones from one of those multi-chain computer stores. (There are instructions that detail what kinds work best.) If all you are looking for is something ;advice;Sentiment.positive
899;"This seemed like a good product at first, but it didn't take long to discover some quirks which are actually rather serious firmware bugs. I've stayed up-to-date through their web site, but the firmware doesn't get better. They only add media with each update. The bad stuff sticks around...

1. DVD-RW Deletions -- If you delete the last program on a DVD-RW disc, and that program was also the first thing listed on the menu, the disc is no longer usable. It cannot even be reformatted. It's a coaster. An EXPENSIVE coaster.";quality;Sentiment.negative
899;"This seemed like a good product at first, but it didn't take long to discover some quirks which are actually rather serious firmware bugs. I've stayed up-to-date through their web site, but the firmware doesn't get better. They only add media with each update. The bad stuff sticks around...

1. DVD-RW Deletions -- If you delete the last program on a DVD-RW disc, and that program was also the first thing listed on the menu, the disc is no longer usable. It cannot even be reformatted. It's a coaster. An EXPENSIVE coaster.";video;Sentiment.negative
899;"This seemed like a good product at first, but it didn't take long to discover some quirks which are actually rather serious firmware bugs. I've stayed up-to-date through their web site, but the firmware doesn't get better. They only add media with each update. The bad stuff sticks around...

1. DVD-RW Deletions -- If you delete the last program on a DVD-RW disc, and that program was also the first thing listed on the menu, the disc is no longer usable. It cannot even be reformatted. It's a coaster. An EXPENSIVE coaster.";unit;Sentiment.negative
900;I've had great luck with other lite-on products for the computer, but I believe the quality of their products have slipped after using this dvd recorder.  From the beginning I've experienced intermittent poor sound quality in recording.  I chose to ignore it, since sending the product back was more trouble than it was worth (low cost of product).  In a little over a year the video stops or is constantly breaking up.  I know one unit doesn't necessarily dictate quality, but read some of the other reviews.  I don't think ;deal;Sentiment.negative
901;I purchased this product about 18 months ago , like several others of you. And all the sudden it has stopped working. I had noticed that some of my recorded shows were not coming out with sound but thought it was just the player. I went out and bought another player. Same problem. Now I have no picture on my TV. This unit had been professionally installed. I know it was done correctly. Now I have to go out and purchase a new recorder. So don't think you are getting a good deal with this unit. Your deal is only going to ;unit;Sentiment.positive
902;We purchased this product for considerably more than the current price of $89.99. It always had a few quirks, but we ignored them. Over the course of about 18 months, the unit became more troublesome. This weekend, it totally died. This unit is in an adult household, and it was never abused. In fact, it really wasn't used much at all. I would never buy a Lite-On product again.;folks;Sentiment.negative
902;We purchased this product for considerably more than the current price of $89.99. It always had a few quirks, but we ignored them. Over the course of about 18 months, the unit became more troublesome. This weekend, it totally died. This unit is in an adult household, and it was never abused. In fact, it really wasn't used much at all. I would never buy a Lite-On product again.;interface;Sentiment.negative
904;"I can't believe it.  I just bought it.  I am generally astonished that this can even be sold legally.  It didn't even last me a month.  It worked okay until yesterday, and now it won't read discs, won't finish recording anything, and generally refuses to work.  I just had a ""video now"" recorder, and it worked for about six months, and slowly stopped working. It was a gift, so I figured I had lost nothing, and I went ahead and purchased another dvd recorder. Bad idea.  After reading hundreds of reviews and websites, I ha";dvds;Sentiment.negative
904;"I can't believe it.  I just bought it.  I am generally astonished that this can even be sold legally.  It didn't even last me a month.  It worked okay until yesterday, and now it won't read discs, won't finish recording anything, and generally refuses to work.  I just had a ""video now"" recorder, and it worked for about six months, and slowly stopped working. It was a gift, so I figured I had lost nothing, and I went ahead and purchased another dvd recorder. Bad idea.  After reading hundreds of reviews and websites, I ha";screen;Sentiment.negative
904;"I can't believe it.  I just bought it.  I am generally astonished that this can even be sold legally.  It didn't even last me a month.  It worked okay until yesterday, and now it won't read discs, won't finish recording anything, and generally refuses to work.  I just had a ""video now"" recorder, and it worked for about six months, and slowly stopped working. It was a gift, so I figured I had lost nothing, and I went ahead and purchased another dvd recorder. Bad idea.  After reading hundreds of reviews and websites, I ha";player;Sentiment.negative
904;"I can't believe it.  I just bought it.  I am generally astonished that this can even be sold legally.  It didn't even last me a month.  It worked okay until yesterday, and now it won't read discs, won't finish recording anything, and generally refuses to work.  I just had a ""video now"" recorder, and it worked for about six months, and slowly stopped working. It was a gift, so I figured I had lost nothing, and I went ahead and purchased another dvd recorder. Bad idea.  After reading hundreds of reviews and websites, I ha";recorder;Sentiment.negative
904;"I can't believe it.  I just bought it.  I am generally astonished that this can even be sold legally.  It didn't even last me a month.  It worked okay until yesterday, and now it won't read discs, won't finish recording anything, and generally refuses to work.  I just had a ""video now"" recorder, and it worked for about six months, and slowly stopped working. It was a gift, so I figured I had lost nothing, and I went ahead and purchased another dvd recorder. Bad idea.  After reading hundreds of reviews and websites, I ha";dvrs;Sentiment.negative
904;"I can't believe it.  I just bought it.  I am generally astonished that this can even be sold legally.  It didn't even last me a month.  It worked okay until yesterday, and now it won't read discs, won't finish recording anything, and generally refuses to work.  I just had a ""video now"" recorder, and it worked for about six months, and slowly stopped working. It was a gift, so I figured I had lost nothing, and I went ahead and purchased another dvd recorder. Bad idea.  After reading hundreds of reviews and websites, I ha";mistake;Sentiment.negative
906;I bought this really good looking machine, only to have to return it within one week. It records well on DVR Recordables  but not on DVD Re-writables.;feature;Sentiment.positive
908;"I tried two LVW 5005's with the same results:  sometimes, at random, while recording a DVD, the unit freezes up when I push the ""STOP"" button.  When this happens, I have to turn the unit off.  This destroys the chapter I was last recording, but that space on the disk is gone.

Also, the unit developed a problem with simply playing a commercial DVD.

I contacted technical support and upgraded the ""firmware"" successfully with no change.  I will now return the second one to the store.

When reading an online review of anyt";day;Sentiment.neutral
908;"I tried two LVW 5005's with the same results:  sometimes, at random, while recording a DVD, the unit freezes up when I push the ""STOP"" button.  When this happens, I have to turn the unit off.  This destroys the chapter I was last recording, but that space on the disk is gone.

Also, the unit developed a problem with simply playing a commercial DVD.

I contacted technical support and upgraded the ""firmware"" successfully with no change.  I will now return the second one to the store.

When reading an online review of anyt";service;Sentiment.negative
909;I bought a LiteOne DVD recorder in November 2005.  The day I set it up and tried to use it, it malfunctioned (end of November 2005).  LiteOn asked me to send the product back to them, issued an RMA. I shipped it back at my expense ($23.00 via UPS to California)-- As of today, January 9, 2006, I still am waiting to get it or a replacement back.  Do not buy a product manufactured by this company unless you don't care about throwing your money away.  Their customer service is horrible.;formats;Sentiment.negative
909;I bought a LiteOne DVD recorder in November 2005.  The day I set it up and tried to use it, it malfunctioned (end of November 2005).  LiteOn asked me to send the product back to them, issued an RMA. I shipped it back at my expense ($23.00 via UPS to California)-- As of today, January 9, 2006, I still am waiting to get it or a replacement back.  Do not buy a product manufactured by this company unless you don't care about throwing your money away.  Their customer service is horrible.;dvds;Sentiment.negative
911;Somewhere around your 100th-200th disc or 5-7 months it won't read blank discs anymore or record on them. This is due to the short lived cheaper lasers they put in them. They get weak over time. Also if you leave the unit on when not using it, even when there's no disc in the machine, the laser stays on. So just by leaving it on, forgetting to shut it off, you're killing the laser by shortening it's lifetime. I have 2 of these units, plus an older one they made for the AKAI brand name from the year before, but it's almo;problem;Sentiment.positive
911;Somewhere around your 100th-200th disc or 5-7 months it won't read blank discs anymore or record on them. This is due to the short lived cheaper lasers they put in them. They get weak over time. Also if you leave the unit on when not using it, even when there's no disc in the machine, the laser stays on. So just by leaving it on, forgetting to shut it off, you're killing the laser by shortening it's lifetime. I have 2 of these units, plus an older one they made for the AKAI brand name from the year before, but it's almo;disks;Sentiment.negative
912;"I paid $120 for this dvd recorder

I've been able to transfer tapes from VHS to DVD; VCD to DVD; TV to DVD and the only problem I had was finding the 'finalize' button (need to go into special menu then select finalize) it could be made more clear in the instructions but is really very simple after you do it once

You should note the 'recommended dvd' list it does make a difference - most notably when having trouble reading a disk

I don't see how you can go wrong with what you spend and what you get.  I buy blank dvd's";unit;Sentiment.negative
913;Unit is very easy to use and records flawlessly so far.  It may not have all the bells and whistles of the expensive units, but it meets my needs perfectly.  I wanted to be able to record reliably to archive my favorite sci-fi series and this does a great job with a good interface at a great price!;stores;Sentiment.positive
913;Unit is very easy to use and records flawlessly so far.  It may not have all the bells and whistles of the expensive units, but it meets my needs perfectly.  I wanted to be able to record reliably to archive my favorite sci-fi series and this does a great job with a good interface at a great price!;unit;Sentiment.positive
914;I got a new HD TV and the cable Personal Video Recorder that stores a bunch of movies that you can copy to a vcr or dvd recorder...and that's what I got the LiteOn 5005 for.  It is a great product - easy to use too.  I had a bit of a problem understanding how to set up the wires for this unit to copy from the cable box and called LiteOn's tech service - he spent an hour with me on the phone, helped me set it up, and even waited while I tried to copy something to dvd.  Just the greatest!  I've not made a dvd that won't p;machine;Sentiment.negative
914;I got a new HD TV and the cable Personal Video Recorder that stores a bunch of movies that you can copy to a vcr or dvd recorder...and that's what I got the LiteOn 5005 for.  It is a great product - easy to use too.  I had a bit of a problem understanding how to set up the wires for this unit to copy from the cable box and called LiteOn's tech service - he spent an hour with me on the phone, helped me set it up, and even waited while I tried to copy something to dvd.  Just the greatest!  I've not made a dvd that won't p;manual;Sentiment.negative
914;I got a new HD TV and the cable Personal Video Recorder that stores a bunch of movies that you can copy to a vcr or dvd recorder...and that's what I got the LiteOn 5005 for.  It is a great product - easy to use too.  I had a bit of a problem understanding how to set up the wires for this unit to copy from the cable box and called LiteOn's tech service - he spent an hour with me on the phone, helped me set it up, and even waited while I tried to copy something to dvd.  Just the greatest!  I've not made a dvd that won't p;cartoons;Sentiment.negative
915;"I purchases the LVW-5005 DVD/CD Recorder a few months ago, after doing as much reading up on it and other brands of DVD Recorders.  I have nothing but praise for this product.

There is really nothing that this machine can't do.  I make DVD'S, SVCD, VCD, Audio CD's, you name it.  Now I did have a few questions about firmware that the manual suggests to have installed, but after talking with some of the customer support people and getting info on how to configure the system to work with my satellite and VHS/DVD player, I";lack;Sentiment.negative
916;I bought the unit because it had pretty good reviews. Unfortunately once I received it I was very disappointed because everything has to be done their way. It is impossible to record a DVD without a menu. How stupid is that!!! I just want to create a DVD with one title and one chapter that automatically starts playing when you put it in a DVD player. Unfortunately that is impossible. I returned the unit since in my opinion the lack of options is unacceptable.;recorder;Sentiment.negative
916;I bought the unit because it had pretty good reviews. Unfortunately once I received it I was very disappointed because everything has to be done their way. It is impossible to record a DVD without a menu. How stupid is that!!! I just want to create a DVD with one title and one chapter that automatically starts playing when you put it in a DVD player. Unfortunately that is impossible. I returned the unit since in my opinion the lack of options is unacceptable.;lvw-5005;Sentiment.negative
916;I bought the unit because it had pretty good reviews. Unfortunately once I received it I was very disappointed because everything has to be done their way. It is impossible to record a DVD without a menu. How stupid is that!!! I just want to create a DVD with one title and one chapter that automatically starts playing when you put it in a DVD player. Unfortunately that is impossible. I returned the unit since in my opinion the lack of options is unacceptable.;latter;Sentiment.negative
916;I bought the unit because it had pretty good reviews. Unfortunately once I received it I was very disappointed because everything has to be done their way. It is impossible to record a DVD without a menu. How stupid is that!!! I just want to create a DVD with one title and one chapter that automatically starts playing when you put it in a DVD player. Unfortunately that is impossible. I returned the unit since in my opinion the lack of options is unacceptable.;prepration;Sentiment.negative
916;I bought the unit because it had pretty good reviews. Unfortunately once I received it I was very disappointed because everything has to be done their way. It is impossible to record a DVD without a menu. How stupid is that!!! I just want to create a DVD with one title and one chapter that automatically starts playing when you put it in a DVD player. Unfortunately that is impossible. I returned the unit since in my opinion the lack of options is unacceptable.;video;Sentiment.negative
916;I bought the unit because it had pretty good reviews. Unfortunately once I received it I was very disappointed because everything has to be done their way. It is impossible to record a DVD without a menu. How stupid is that!!! I just want to create a DVD with one title and one chapter that automatically starts playing when you put it in a DVD player. Unfortunately that is impossible. I returned the unit since in my opinion the lack of options is unacceptable.;process;Sentiment.negative
916;I bought the unit because it had pretty good reviews. Unfortunately once I received it I was very disappointed because everything has to be done their way. It is impossible to record a DVD without a menu. How stupid is that!!! I just want to create a DVD with one title and one chapter that automatically starts playing when you put it in a DVD player. Unfortunately that is impossible. I returned the unit since in my opinion the lack of options is unacceptable.;dvd;Sentiment.negative
916;I bought the unit because it had pretty good reviews. Unfortunately once I received it I was very disappointed because everything has to be done their way. It is impossible to record a DVD without a menu. How stupid is that!!! I just want to create a DVD with one title and one chapter that automatically starts playing when you put it in a DVD player. Unfortunately that is impossible. I returned the unit since in my opinion the lack of options is unacceptable.;players;Sentiment.negative
916;I bought the unit because it had pretty good reviews. Unfortunately once I received it I was very disappointed because everything has to be done their way. It is impossible to record a DVD without a menu. How stupid is that!!! I just want to create a DVD with one title and one chapter that automatically starts playing when you put it in a DVD player. Unfortunately that is impossible. I returned the unit since in my opinion the lack of options is unacceptable.;rw;Sentiment.negative
916;I bought the unit because it had pretty good reviews. Unfortunately once I received it I was very disappointed because everything has to be done their way. It is impossible to record a DVD without a menu. How stupid is that!!! I just want to create a DVD with one title and one chapter that automatically starts playing when you put it in a DVD player. Unfortunately that is impossible. I returned the unit since in my opinion the lack of options is unacceptable.;getting;Sentiment.negative
